_id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
6a38f973aecc97d5c44b31f9,Male,37,1,28.0,0,1-2 Year,Yes,45887.0,122.0,217,0.0
6a38f972aecc97d5c4496b6b,Male,32,1,14.0,1,< 1 Year,Yes,22234.0,160.0,65,0.0
6a38f972aecc97d5c448feef,Male,40,1,23.0,0,1-2 Year,Yes,2630.0,124.0,295,1.0
6a38f971aecc97d5c448c9ac,Male,22,1,15.0,0,< 1 Year,Yes,2630.0,160.0,36,0.0
6a38f972aecc97d5c44a3ce9,Female,43,1,28.0,0,1-2 Year,Yes,24270.0,124.0,151,0.0
6a38f972aecc97d5c448f43a,Female,56,1,20.0,1,1-2 Year,No,2630.0,124.0,34,0.0
6a38f972aecc97d5c449984c,Female,60,1,14.0,0,1-2 Year,Yes,18004.0,124.0,84,0.0
6a38f972aecc97d5c4493025,Male,45,1,28.0,0,1-2 Year,Yes,59276.0,26.0,277,0.0
6a38f972aecc97d5c44951a3,Female,46,1,33.0,0,> 2 Years,Yes,32988.0,138.0,117,0.0
6a38f973aecc97d5c44b1012,Male,45,1,33.0,1,1-2 Year,No,21987.0,124.0,145,0.0
6a38f972aecc97d5c44a5d7e,Male,49,1,41.0,0,1-2 Year,Yes,44025.0,124.0,40,0.0
6a38f972aecc97d5c44982ce,Male,27,1,29.0,1,< 1 Year,No,27270.0,152.0,184,0.0
6a38f972aecc97d5c44a0c42,Male,50,1,28.0,1,1-2 Year,No,42919.0,26.0,115,0.0
6a38f971aecc97d5c448e0bb,Male,29,1,8.0,0,< 1 Year,No,2630.0,1.0,172,0.0
6a38f972aecc97d5c449a6bd,Male,46,1,28.0,1,1-2 Year,No,36015.0,23.0,175,0.0
6a38f971aecc97d5c448de2b,Female,68,1,28.0,0,1-2 Year,Yes,51799.0,26.0,259,0.0
6a38f973aecc97d5c44b32f0,Male,41,1,8.0,0,1-2 Year,Yes,37346.0,122.0,123,0.0
6a38f973aecc97d5c44af400,Male,43,1,28.0,1,1-2 Year,Yes,39812.0,26.0,215,0.0
6a38f973aecc97d5c44acd97,Female,42,1,28.0,0,1-2 Year,Yes,30290.0,26.0,108,0.0
6a38f973aecc97d5c44b12fe,Male,42,1,8.0,0,1-2 Year,Yes,36962.0,124.0,27,1.0
6a38f973aecc97d5c44aedae,Male,67,1,28.0,0,1-2 Year,No,37111.0,124.0,284,0.0
6a38f973aecc97d5c44adbad,Male,30,1,28.0,0,1-2 Year,Yes,27190.0,154.0,112,1.0
6a38f972aecc97d5c44a6a40,Male,42,1,46.0,1,1-2 Year,No,24314.0,124.0,175,0.0
6a38f971aecc97d5c448d681,Male,63,1,28.0,0,1-2 Year,Yes,44862.0,26.0,251,1.0
6a38f972aecc97d5c44a28ef,Male,48,1,28.0,0,> 2 Years,Yes,37447.0,26.0,254,1.0
6a38f972aecc97d5c449fd65,Female,39,1,33.0,0,1-2 Year,Yes,31786.0,124.0,40,1.0
6a38f971aecc97d5c448e6bc,Female,59,1,41.0,1,1-2 Year,No,103372.0,152.0,232,0.0
6a38f971aecc97d5c448e141,Female,35,1,28.0,0,1-2 Year,Yes,27122.0,124.0,12,0.0
6a38f972aecc97d5c44a2027,Male,49,1,28.0,0,> 2 Years,Yes,36328.0,122.0,55,0.0
6a38f973aecc97d5c44b0956,Male,28,1,29.0,0,< 1 Year,Yes,28631.0,124.0,246,0.0
6a38f972aecc97d5c44a198c,Female,25,1,28.0,1,< 1 Year,No,38444.0,152.0,22,0.0
6a38f972aecc97d5c449c217,Female,28,1,28.0,0,< 1 Year,No,2630.0,1.0,41,0.0
6a38f972aecc97d5c448efb3,Female,31,1,19.0,1,< 1 Year,No,35711.0,152.0,29,0.0
6a38f973aecc97d5c44acfe1,Male,25,1,46.0,1,< 1 Year,No,2630.0,152.0,152,0.0
6a38f972aecc97d5c44a0af9,Male,25,1,2.0,1,< 1 Year,No,25484.0,152.0,229,0.0
6a38f972aecc97d5c4499599,Male,24,1,8.0,1,< 1 Year,No,30126.0,152.0,49,0.0
6a38f972aecc97d5c44a6482,Female,30,1,2.0,1,< 1 Year,No,31317.0,152.0,213,0.0
6a38f972aecc97d5c44a5a18,Female,22,1,50.0,1,< 1 Year,No,31106.0,152.0,91,0.0
6a38f972aecc97d5c449606e,Female,27,1,7.0,1,< 1 Year,No,41153.0,152.0,162,0.0
6a38f972aecc97d5c4491f3e,Female,47,1,8.0,1,1-2 Year,No,34673.0,124.0,291,0.0
6a38f972aecc97d5c4499e4d,Female,23,1,12.0,1,< 1 Year,No,36493.0,152.0,27,0.0
6a38f972aecc97d5c44910f2,Female,46,1,46.0,1,1-2 Year,No,51673.0,21.0,279,0.0
6a38f972aecc97d5c44a5883,Female,73,1,28.0,1,1-2 Year,No,45294.0,24.0,124,0.0
6a38f972aecc97d5c44a582e,Male,45,1,47.0,0,1-2 Year,Yes,30756.0,124.0,215,0.0
6a38f972aecc97d5c44a4556,Female,23,1,29.0,1,< 1 Year,No,35046.0,152.0,191,0.0
6a38f973aecc97d5c44af8f3,Male,52,1,12.0,1,1-2 Year,No,27425.0,26.0,125,0.0
6a38f972aecc97d5c44a6b7c,Female,50,1,28.0,0,1-2 Year,Yes,60383.0,55.0,209,0.0
6a38f972aecc97d5c4499522,Female,24,1,49.0,0,< 1 Year,No,2630.0,152.0,227,0.0
6a38f972aecc97d5c449829e,Male,26,1,37.0,1,< 1 Year,No,31666.0,152.0,99,0.0
6a38f972aecc97d5c4491338,Male,60,1,28.0,0,1-2 Year,Yes,41801.0,154.0,127,0.0
6a38f972aecc97d5c44a3803,Female,50,1,28.0,0,1-2 Year,Yes,30035.0,26.0,102,1.0
6a38f973aecc97d5c44afcf4,Male,45,1,28.0,0,1-2 Year,Yes,34832.0,122.0,175,0.0
6a38f972aecc97d5c449cd37,Female,21,1,36.0,1,< 1 Year,No,24953.0,152.0,23,0.0
6a38f972aecc97d5c4495b47,Female,56,1,28.0,0,1-2 Year,Yes,40794.0,124.0,73,0.0
6a38f973aecc97d5c44ad2d0,Female,22,1,3.0,1,< 1 Year,Yes,29455.0,124.0,143,0.0
6a38f973aecc97d5c44b368f,Female,41,1,28.0,1,1-2 Year,No,40917.0,26.0,83,0.0
6a38f972aecc97d5c4497940,Female,21,1,2.0,1,< 1 Year,No,19036.0,160.0,69,0.0
6a38f973aecc97d5c44b1e24,Female,37,1,28.0,0,1-2 Year,Yes,40723.0,26.0,273,0.0
6a38f973aecc97d5c44ab899,Male,51,1,28.0,0,> 2 Years,Yes,45042.0,124.0,131,0.0
6a38f972aecc97d5c4496c8d,Female,22,1,7.0,1,< 1 Year,No,39985.0,152.0,104,0.0
6a38f973aecc97d5c44b20fd,Male,55,1,11.0,0,1-2 Year,Yes,30406.0,26.0,257,0.0
6a38f972aecc97d5c4491ee9,Male,36,1,2.0,1,1-2 Year,No,34460.0,124.0,88,0.0
6a38f972aecc97d5c4499eb2,Male,26,1,32.0,1,< 1 Year,No,2630.0,152.0,178,0.0
6a38f972aecc97d5c448e9d3,Male,38,1,36.0,0,1-2 Year,No,25679.0,124.0,154,0.0
6a38f972aecc97d5c4492fca,Male,28,1,50.0,0,< 1 Year,Yes,21538.0,152.0,128,0.0
6a38f973aecc97d5c44aeb50,Female,36,1,8.0,1,1-2 Year,Yes,2630.0,124.0,112,0.0
6a38f972aecc97d5c44a751f,Male,39,1,50.0,0,1-2 Year,Yes,36335.0,26.0,177,0.0
6a38f972aecc97d5c44a6563,Female,23,1,50.0,0,< 1 Year,Yes,31780.0,151.0,173,0.0
6a38f971aecc97d5c448dc8a,Male,76,1,5.0,1,1-2 Year,No,34269.0,124.0,247,0.0
6a38f972aecc97d5c449e011,Female,61,1,28.0,1,1-2 Year,No,63965.0,124.0,57,0.0
6a38f972aecc97d5c4497cb3,Female,33,1,50.0,0,1-2 Year,Yes,33977.0,124.0,255,0.0
6a38f972aecc97d5c4490426,Male,57,1,48.0,1,1-2 Year,No,2630.0,124.0,39,0.0
6a38f972aecc97d5c44a0ffb,Female,57,1,28.0,1,1-2 Year,No,55715.0,122.0,238,0.0
6a38f972aecc97d5c449ca62,Male,22,1,2.0,1,< 1 Year,No,32584.0,152.0,65,0.0
6a38f973aecc97d5c44ac482,Female,21,1,29.0,1,< 1 Year,No,28943.0,152.0,256,0.0
6a38f972aecc97d5c44a046e,Male,67,1,8.0,1,1-2 Year,Yes,38591.0,26.0,37,0.0
6a38f972aecc97d5c449a629,Male,42,1,1.0,0,1-2 Year,Yes,2630.0,26.0,245,0.0
6a38f972aecc97d5c44a5e17,Female,44,1,28.0,0,1-2 Year,Yes,28447.0,26.0,59,0.0
6a38f973aecc97d5c44ac958,Male,50,1,8.0,1,1-2 Year,No,25469.0,124.0,169,0.0
6a38f972aecc97d5c449c667,Male,79,1,28.0,1,1-2 Year,No,37449.0,124.0,249,0.0
6a38f972aecc97d5c448eb89,Male,25,1,44.0,1,< 1 Year,No,38168.0,152.0,125,0.0
6a38f971aecc97d5c448d05b,Male,37,1,41.0,0,1-2 Year,Yes,21675.0,26.0,179,0.0
6a38f972aecc97d5c44a015d,Male,57,1,17.0,1,1-2 Year,No,2630.0,7.0,63,0.0
6a38f972aecc97d5c4496d6a,Female,44,1,38.0,0,1-2 Year,Yes,2630.0,124.0,29,0.0
6a38f972aecc97d5c44a7c95,Female,20,1,36.0,1,< 1 Year,No,27638.0,160.0,264,0.0
6a38f972aecc97d5c4499fa2,Male,73,1,28.0,0,1-2 Year,Yes,33939.0,26.0,32,0.0
6a38f972aecc97d5c449cf72,Male,57,1,8.0,0,1-2 Year,Yes,40092.0,26.0,48,0.0
6a38f972aecc97d5c449e8d5,Male,40,1,23.0,0,1-2 Year,Yes,2630.0,124.0,296,1.0
6a38f973aecc97d5c44b28cc,Male,24,1,12.0,1,< 1 Year,No,37107.0,152.0,288,0.0
6a38f972aecc97d5c44a0697,Male,48,1,28.0,1,1-2 Year,Yes,42203.0,26.0,84,0.0
6a38f971aecc97d5c448c434,Male,42,1,50.0,1,1-2 Year,No,40420.0,124.0,180,0.0
6a38f972aecc97d5c4490fcc,Male,66,1,18.0,0,1-2 Year,Yes,27519.0,124.0,144,0.0
6a38f972aecc97d5c44a2201,Male,50,1,24.0,1,1-2 Year,No,2630.0,124.0,268,0.0
6a38f972aecc97d5c44a43fa,Male,72,1,28.0,0,1-2 Year,Yes,57202.0,25.0,158,0.0
6a38f972aecc97d5c44a5e25,Female,23,1,47.0,1,< 1 Year,No,27298.0,152.0,152,0.0
6a38f973aecc97d5c44af5f4,Male,61,1,48.0,0,1-2 Year,Yes,2630.0,26.0,32,0.0
6a38f972aecc97d5c449df04,Male,26,1,15.0,0,< 1 Year,Yes,36442.0,152.0,20,1.0
6a38f973aecc97d5c44b0164,Female,25,1,11.0,1,< 1 Year,No,28928.0,152.0,16,0.0
6a38f972aecc97d5c44a522d,Female,54,1,28.0,1,1-2 Year,No,38921.0,26.0,212,0.0
6a38f973aecc97d5c44b3351,Male,49,1,33.0,1,1-2 Year,No,26865.0,124.0,182,0.0
6a38f972aecc97d5c44947e9,Female,22,1,46.0,0,< 1 Year,Yes,23816.0,152.0,131,0.0
6a38f972aecc97d5c44a5365,Male,34,1,28.0,1,1-2 Year,No,26149.0,124.0,49,0.0
6a38f972aecc97d5c4490cff,Female,50,1,28.0,0,1-2 Year,Yes,34704.0,26.0,240,1.0
6a38f972aecc97d5c4494b74,Female,24,1,38.0,1,< 1 Year,No,33179.0,152.0,277,0.0
6a38f973aecc97d5c44aa3c7,Female,22,1,8.0,1,< 1 Year,No,49514.0,152.0,90,0.0
6a38f971aecc97d5c448d95c,Female,23,1,30.0,1,< 1 Year,No,24847.0,26.0,246,0.0
6a38f973aecc97d5c44b0450,Male,64,1,28.0,0,> 2 Years,Yes,93691.0,124.0,13,1.0
6a38f973aecc97d5c44af2c5,Male,50,1,50.0,0,1-2 Year,Yes,47052.0,26.0,115,1.0
6a38f972aecc97d5c449f7cb,Female,25,1,6.0,1,< 1 Year,No,26961.0,152.0,18,0.0
6a38f973aecc97d5c44ae472,Male,27,1,30.0,0,1-2 Year,Yes,22429.0,124.0,103,1.0
6a38f972aecc97d5c4490fd7,Female,53,1,35.0,1,1-2 Year,No,2630.0,26.0,64,0.0
6a38f972aecc97d5c44a5d69,Male,23,1,47.0,1,< 1 Year,No,35205.0,26.0,122,0.0
6a38f971aecc97d5c448dcd2,Female,51,1,28.0,0,1-2 Year,Yes,28273.0,124.0,219,0.0
6a38f972aecc97d5c44a5314,Male,63,1,12.0,1,1-2 Year,No,29076.0,26.0,126,0.0
6a38f971aecc97d5c448c042,Female,22,1,47.0,1,< 1 Year,No,24233.0,152.0,231,0.0
6a38f972aecc97d5c449b36c,Male,21,1,8.0,0,< 1 Year,Yes,102962.0,160.0,58,0.0
6a38f971aecc97d5c448cb68,Male,39,1,29.0,0,1-2 Year,Yes,30832.0,124.0,208,1.0
6a38f972aecc97d5c44a35db,Male,46,1,3.0,0,1-2 Year,No,32551.0,26.0,181,0.0
6a38f972aecc97d5c449c20f,Female,47,1,0.0,0,1-2 Year,Yes,2630.0,26.0,219,0.0
6a38f972aecc97d5c448e9a0,Female,23,1,37.0,1,< 1 Year,No,30409.0,151.0,151,0.0
6a38f972aecc97d5c44a510c,Male,31,1,6.0,0,< 1 Year,Yes,26605.0,152.0,217,0.0
6a38f972aecc97d5c4491206,Female,22,1,26.0,1,< 1 Year,No,35607.0,152.0,50,0.0
6a38f973aecc97d5c44ad9a7,Female,23,1,10.0,1,< 1 Year,No,29772.0,152.0,194,0.0
6a38f973aecc97d5c44aeb51,Female,32,1,8.0,1,1-2 Year,Yes,37947.0,124.0,94,0.0
6a38f972aecc97d5c4491f36,Male,53,1,46.0,1,1-2 Year,No,2630.0,124.0,10,0.0
6a38f973aecc97d5c44aa3c8,Male,35,1,41.0,1,1-2 Year,No,51126.0,124.0,62,0.0
6a38f971aecc97d5c448e5ed,Male,57,1,29.0,1,1-2 Year,No,37930.0,26.0,241,0.0
6a38f971aecc97d5c448c413,Male,22,1,28.0,0,< 1 Year,Yes,29112.0,152.0,290,0.0
6a38f972aecc97d5c44a56f5,Male,29,1,50.0,1,< 1 Year,No,34584.0,152.0,268,0.0
6a38f973aecc97d5c44ac632,Female,39,1,8.0,1,1-2 Year,No,42458.0,124.0,138,0.0
6a38f972aecc97d5c44a48a8,Male,41,1,28.0,0,1-2 Year,Yes,40671.0,124.0,33,1.0
6a38f973aecc97d5c44b0009,Male,35,1,29.0,0,1-2 Year,Yes,24066.0,124.0,162,1.0
6a38f973aecc97d5c44ac3af,Male,42,1,0.0,0,1-2 Year,Yes,2630.0,124.0,227,0.0
6a38f972aecc97d5c4496077,Female,24,1,6.0,1,< 1 Year,No,29100.0,152.0,174,0.0
6a38f973aecc97d5c44afe7b,Male,25,1,28.0,1,< 1 Year,No,33857.0,152.0,256,0.0
6a38f971aecc97d5c448cac4,Female,26,1,32.0,1,< 1 Year,No,32208.0,152.0,59,0.0
6a38f972aecc97d5c448f2ea,Female,23,1,32.0,0,< 1 Year,Yes,25295.0,160.0,227,0.0
6a38f973aecc97d5c44ae076,Female,30,1,15.0,1,< 1 Year,No,29327.0,152.0,20,0.0
6a38f972aecc97d5c44a8eec,Female,27,1,49.0,1,< 1 Year,No,26225.0,152.0,215,0.0
6a38f973aecc97d5c44ad346,Male,21,1,2.0,0,< 1 Year,Yes,31207.0,152.0,108,0.0
6a38f972aecc97d5c449671b,Female,45,1,35.0,0,1-2 Year,No,37677.0,124.0,49,0.0
6a38f973aecc97d5c44ac272,Male,21,1,8.0,0,< 1 Year,Yes,37950.0,152.0,181,0.0
6a38f972aecc97d5c44938e6,Male,47,1,28.0,0,1-2 Year,Yes,27920.0,26.0,230,0.0
6a38f972aecc97d5c449ea9f,Female,26,1,5.0,0,< 1 Year,Yes,2630.0,152.0,134,0.0
6a38f972aecc97d5c448ff3e,Male,38,1,37.0,1,1-2 Year,No,41106.0,152.0,215,0.0
6a38f973aecc97d5c44ac93b,Female,35,1,35.0,0,1-2 Year,Yes,27545.0,152.0,284,0.0
6a38f973aecc97d5c44af2db,Male,36,1,8.0,0,1-2 Year,No,2630.0,157.0,243,0.0
6a38f973aecc97d5c44ae892,Female,22,1,6.0,1,< 1 Year,No,28577.0,152.0,69,0.0
6a38f972aecc97d5c44a7bf3,Male,46,1,28.0,0,1-2 Year,Yes,30309.0,26.0,42,1.0
6a38f972aecc97d5c44978e7,Male,23,1,41.0,1,< 1 Year,Yes,22368.0,152.0,135,0.0
6a38f972aecc97d5c448f979,Male,60,1,11.0,0,> 2 Years,Yes,45691.0,26.0,172,0.0
6a38f972aecc97d5c4498593,Male,41,1,35.0,1,< 1 Year,No,2630.0,1.0,74,0.0
6a38f972aecc97d5c4498dd1,Female,22,1,37.0,0,< 1 Year,No,29793.0,152.0,261,0.0
6a38f972aecc97d5c44a8239,Female,21,1,45.0,0,< 1 Year,Yes,28181.0,152.0,92,1.0
6a38f972aecc97d5c44a5dbf,Male,22,1,47.0,1,< 1 Year,No,39624.0,152.0,241,0.0
6a38f972aecc97d5c449e7eb,Male,65,1,8.0,0,1-2 Year,No,51935.0,152.0,188,0.0
6a38f973aecc97d5c44b2515,Female,23,1,34.0,1,< 1 Year,No,31177.0,26.0,116,0.0
6a38f972aecc97d5c449c2db,Female,26,1,28.0,0,< 1 Year,Yes,2630.0,163.0,157,0.0
6a38f972aecc97d5c44a59d5,Male,41,1,31.0,0,1-2 Year,No,2630.0,124.0,232,0.0
6a38f972aecc97d5c4492c45,Male,41,1,28.0,0,1-2 Year,No,29919.0,124.0,138,1.0
6a38f971aecc97d5c448de60,Male,44,1,28.0,0,1-2 Year,Yes,64921.0,26.0,270,0.0
6a38f972aecc97d5c4493b5e,Female,29,1,6.0,1,< 1 Year,No,26221.0,152.0,242,0.0
6a38f972aecc97d5c44a568f,Male,47,1,28.0,0,1-2 Year,Yes,34743.0,124.0,34,1.0
6a38f972aecc97d5c44a6c8d,Female,41,1,29.0,1,1-2 Year,No,43280.0,124.0,15,0.0
6a38f972aecc97d5c44a5415,Female,23,1,39.0,0,1-2 Year,Yes,32601.0,124.0,125,1.0
6a38f972aecc97d5c449e715,Male,62,1,28.0,1,1-2 Year,No,55716.0,26.0,225,0.0
6a38f971aecc97d5c448e466,Female,22,1,3.0,1,< 1 Year,No,21805.0,160.0,89,0.0
6a38f972aecc97d5c44946a1,Male,78,1,28.0,0,1-2 Year,Yes,45775.0,124.0,56,0.0
6a38f972aecc97d5c449c5d9,Male,23,1,11.0,1,< 1 Year,No,31811.0,152.0,247,0.0
6a38f972aecc97d5c44a2022,Male,54,1,28.0,0,1-2 Year,No,45497.0,26.0,63,0.0
6a38f973aecc97d5c44adea6,Male,29,1,46.0,0,< 1 Year,Yes,21682.0,154.0,96,1.0
6a38f972aecc97d5c44a852e,Female,25,1,15.0,1,< 1 Year,No,28243.0,152.0,216,0.0
6a38f972aecc97d5c44a7304,Male,22,1,29.0,1,< 1 Year,No,31004.0,152.0,51,0.0
6a38f972aecc97d5c4494535,Male,28,1,8.0,0,< 1 Year,Yes,41669.0,124.0,25,0.0
6a38f972aecc97d5c44990e4,Male,43,1,46.0,0,1-2 Year,Yes,28793.0,3.0,273,0.0
6a38f972aecc97d5c4495e0c,Female,23,1,41.0,1,< 1 Year,No,43534.0,152.0,149,0.0
6a38f972aecc97d5c4496d06,Male,50,1,12.0,0,1-2 Year,Yes,32193.0,26.0,43,1.0
6a38f972aecc97d5c448f9da,Female,27,1,14.0,0,1-2 Year,Yes,2630.0,157.0,66,0.0
6a38f973aecc97d5c44ae0e9,Male,34,1,27.0,1,1-2 Year,No,25195.0,124.0,260,0.0
6a38f972aecc97d5c448f769,Male,69,1,41.0,0,1-2 Year,Yes,55531.0,26.0,245,0.0
6a38f972aecc97d5c4491434,Male,31,1,41.0,1,< 1 Year,No,64576.0,152.0,272,0.0
6a38f971aecc97d5c448c821,Male,38,1,10.0,1,1-2 Year,No,2630.0,151.0,281,0.0
6a38f972aecc97d5c449974d,Male,46,1,28.0,0,1-2 Year,Yes,45329.0,26.0,266,0.0
6a38f972aecc97d5c44a433d,Female,47,1,8.0,0,1-2 Year,Yes,41699.0,124.0,10,0.0
6a38f973aecc97d5c44aac23,Male,21,1,46.0,0,< 1 Year,Yes,28225.0,160.0,56,0.0
6a38f972aecc97d5c44a125c,Male,23,1,41.0,0,< 1 Year,Yes,28116.0,152.0,292,0.0
6a38f973aecc97d5c44ab3c3,Male,42,1,28.0,0,1-2 Year,Yes,38345.0,163.0,87,0.0
6a38f973aecc97d5c44ac47e,Male,31,1,3.0,1,1-2 Year,No,33839.0,124.0,70,0.0
6a38f971aecc97d5c448cb9b,Male,70,1,28.0,0,1-2 Year,Yes,54164.0,13.0,143,0.0
6a38f973aecc97d5c44b2a0e,Female,50,1,28.0,0,1-2 Year,Yes,2630.0,26.0,225,0.0
6a38f973aecc97d5c44b2b7a,Male,48,1,28.0,0,> 2 Years,Yes,32940.0,124.0,201,0.0
6a38f972aecc97d5c44a710d,Female,40,1,50.0,1,1-2 Year,No,31556.0,8.0,267,0.0
6a38f972aecc97d5c4490601,Male,49,1,46.0,0,1-2 Year,Yes,63216.0,124.0,202,0.0
6a38f973aecc97d5c44ad2e9,Female,41,1,28.0,0,1-2 Year,Yes,38086.0,124.0,114,0.0
6a38f972aecc97d5c44a7453,Male,24,1,28.0,1,< 1 Year,No,43809.0,152.0,274,0.0
6a38f972aecc97d5c4490708,Female,26,1,28.0,0,1-2 Year,Yes,2630.0,122.0,51,0.0
6a38f972aecc97d5c449d608,Female,23,1,46.0,1,< 1 Year,No,37635.0,152.0,216,0.0
