_id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
6a38f972aecc97d5c449ac01,Male,27,1,30.0,1,< 1 Year,No,29073.0,152.0,256,0.0
6a38f972aecc97d5c44a51d8,Female,51,1,28.0,0,1-2 Year,Yes,43735.0,124.0,250,0.0
6a38f972aecc97d5c449c64a,Male,23,1,8.0,1,< 1 Year,No,38958.0,152.0,299,0.0
6a38f971aecc97d5c448d178,Male,22,1,36.0,1,< 1 Year,No,35862.0,152.0,152,0.0
6a38f972aecc97d5c44a2322,Male,54,1,15.0,0,1-2 Year,Yes,42378.0,124.0,98,0.0
6a38f972aecc97d5c44a4e51,Male,28,1,25.0,1,< 1 Year,No,21856.0,152.0,92,0.0
6a38f972aecc97d5c4491383,Male,26,1,18.0,1,< 1 Year,No,29812.0,152.0,195,0.0
6a38f971aecc97d5c448e123,Male,24,1,5.0,0,< 1 Year,Yes,2630.0,160.0,54,0.0
6a38f972aecc97d5c4497ec2,Male,21,1,15.0,0,< 1 Year,Yes,2630.0,160.0,45,0.0
6a38f972aecc97d5c449ed71,Male,47,1,28.0,0,1-2 Year,Yes,45010.0,26.0,127,1.0
6a38f972aecc97d5c4497ead,Female,43,1,7.0,0,1-2 Year,Yes,53031.0,124.0,273,1.0
6a38f972aecc97d5c4493acf,Female,50,1,8.0,0,1-2 Year,No,21608.0,124.0,227,0.0
6a38f972aecc97d5c44a2f51,Female,22,1,36.0,0,< 1 Year,No,58121.0,152.0,284,0.0
6a38f973aecc97d5c44aac08,Male,52,1,28.0,0,1-2 Year,Yes,37487.0,26.0,191,0.0
6a38f972aecc97d5c449bbec,Female,28,1,28.0,1,< 1 Year,No,41016.0,152.0,266,0.0
6a38f972aecc97d5c44a01d8,Male,24,1,17.0,1,< 1 Year,No,27002.0,152.0,134,0.0
6a38f972aecc97d5c449081f,Female,57,1,12.0,1,1-2 Year,No,2630.0,119.0,296,0.0
6a38f972aecc97d5c449bb14,Female,23,1,29.0,1,< 1 Year,No,35915.0,152.0,23,0.0
6a38f972aecc97d5c44985af,Male,68,1,8.0,0,1-2 Year,Yes,36846.0,30.0,112,0.0
6a38f972aecc97d5c44976d2,Male,51,1,28.0,0,1-2 Year,Yes,56931.0,26.0,89,0.0
6a38f972aecc97d5c44a1865,Male,61,1,28.0,0,> 2 Years,Yes,54854.0,124.0,235,0.0
6a38f972aecc97d5c449e24f,Male,27,1,50.0,0,< 1 Year,No,2630.0,1.0,271,0.0
6a38f973aecc97d5c44adda0,Male,24,1,8.0,1,< 1 Year,No,38199.0,152.0,201,0.0
6a38f972aecc97d5c449d7de,Male,25,1,45.0,0,< 1 Year,Yes,27197.0,26.0,275,0.0
6a38f971aecc97d5c448c3f9,Male,27,1,48.0,1,< 1 Year,No,2630.0,152.0,133,0.0
6a38f972aecc97d5c44a1341,Female,25,1,21.0,1,< 1 Year,No,23834.0,152.0,254,0.0
6a38f972aecc97d5c44a7d4b,Male,54,1,41.0,0,1-2 Year,Yes,41577.0,31.0,61,1.0
6a38f973aecc97d5c44b2cc7,Female,46,1,22.0,1,1-2 Year,No,32426.0,124.0,221,0.0
6a38f973aecc97d5c44a9e15,Male,57,1,28.0,1,1-2 Year,No,37344.0,122.0,269,0.0
6a38f972aecc97d5c4498a45,Male,21,1,28.0,1,< 1 Year,No,32218.0,160.0,75,0.0
6a38f972aecc97d5c44a0522,Female,30,1,15.0,1,< 1 Year,No,2630.0,152.0,47,0.0
6a38f972aecc97d5c44a3f23,Female,21,1,46.0,1,< 1 Year,No,32546.0,160.0,176,0.0
6a38f972aecc97d5c449125a,Female,46,1,30.0,0,1-2 Year,Yes,33726.0,157.0,76,0.0
6a38f972aecc97d5c4493ea1,Female,25,1,45.0,1,< 1 Year,No,29096.0,152.0,176,0.0
6a38f972aecc97d5c4494152,Female,29,1,28.0,0,1-2 Year,Yes,31007.0,124.0,24,0.0
6a38f972aecc97d5c44a3e48,Male,52,1,28.0,0,1-2 Year,Yes,38263.0,26.0,193,1.0
6a38f973aecc97d5c44aef8d,Female,24,1,23.0,1,< 1 Year,No,41053.0,152.0,86,0.0
6a38f972aecc97d5c448f565,Male,51,1,41.0,0,> 2 Years,Yes,40728.0,26.0,153,1.0
6a38f973aecc97d5c44a9e86,Male,34,1,17.0,0,1-2 Year,Yes,30576.0,12.0,52,1.0
6a38f972aecc97d5c44995a1,Male,49,1,45.0,0,1-2 Year,Yes,38021.0,26.0,121,0.0
6a38f972aecc97d5c4490fff,Male,26,1,3.0,1,< 1 Year,No,21954.0,160.0,157,0.0
6a38f972aecc97d5c44a1215,Male,25,1,7.0,0,< 1 Year,Yes,45081.0,26.0,292,0.0
6a38f972aecc97d5c44a9727,Female,30,1,46.0,1,< 1 Year,No,25027.0,152.0,124,0.0
6a38f972aecc97d5c44a4dd2,Female,45,1,28.0,0,1-2 Year,Yes,22203.0,26.0,180,0.0
6a38f972aecc97d5c449a1c2,Male,35,1,28.0,1,1-2 Year,No,46218.0,122.0,121,0.0
6a38f972aecc97d5c448f7a0,Male,60,0,47.0,1,1-2 Year,No,31957.0,124.0,104,0.0
6a38f972aecc97d5c4497bd0,Female,23,1,8.0,1,< 1 Year,No,33863.0,160.0,243,0.0
6a38f972aecc97d5c4496501,Male,21,1,36.0,0,< 1 Year,Yes,35886.0,152.0,114,0.0
6a38f972aecc97d5c44a975e,Female,33,1,41.0,0,< 1 Year,Yes,31408.0,152.0,171,0.0
6a38f972aecc97d5c4492be6,Male,54,1,8.0,0,1-2 Year,Yes,37554.0,26.0,68,1.0
6a38f972aecc97d5c44a2f4c,Female,74,1,8.0,0,1-2 Year,Yes,36614.0,124.0,267,0.0
6a38f971aecc97d5c448dc2b,Male,56,1,50.0,0,1-2 Year,Yes,29762.0,25.0,111,0.0
6a38f973aecc97d5c44b286e,Female,58,1,33.0,0,1-2 Year,Yes,25745.0,124.0,111,0.0
6a38f972aecc97d5c449fcd7,Female,24,1,6.0,1,< 1 Year,No,17831.0,160.0,103,0.0
6a38f972aecc97d5c44a3ba7,Male,22,1,28.0,1,1-2 Year,Yes,25672.0,124.0,63,0.0
6a38f972aecc97d5c449a2db,Male,21,1,41.0,0,1-2 Year,No,2630.0,124.0,45,0.0
6a38f971aecc97d5c448d7c4,Male,41,1,28.0,0,1-2 Year,No,33651.0,124.0,192,0.0
6a38f973aecc97d5c44af49d,Female,21,1,50.0,0,< 1 Year,Yes,34823.0,160.0,216,0.0
6a38f972aecc97d5c44a1760,Female,47,1,19.0,0,1-2 Year,Yes,33995.0,26.0,106,1.0
6a38f973aecc97d5c44aa73a,Male,25,1,14.0,0,1-2 Year,Yes,2630.0,124.0,251,0.0
6a38f972aecc97d5c449e894,Male,45,1,29.0,1,1-2 Year,No,39187.0,26.0,126,0.0
6a38f972aecc97d5c44a853d,Male,28,1,8.0,1,< 1 Year,No,36967.0,152.0,90,0.0
6a38f972aecc97d5c449e704,Female,24,1,28.0,1,< 1 Year,No,43766.0,152.0,151,0.0
6a38f973aecc97d5c44aa1f2,Male,39,1,28.0,0,1-2 Year,Yes,46831.0,26.0,236,0.0
6a38f973aecc97d5c44ac564,Male,48,1,28.0,1,1-2 Year,No,39475.0,26.0,136,0.0
6a38f972aecc97d5c44a8c72,Male,22,1,30.0,1,< 1 Year,Yes,33716.0,152.0,110,0.0
6a38f972aecc97d5c449fea9,Female,76,1,28.0,0,1-2 Year,Yes,40961.0,124.0,291,0.0
6a38f973aecc97d5c44b2f51,Male,68,1,18.0,1,1-2 Year,No,23455.0,26.0,32,0.0
6a38f972aecc97d5c449114c,Female,79,1,28.0,1,1-2 Year,No,2630.0,55.0,109,0.0
6a38f971aecc97d5c448c343,Male,22,1,28.0,0,< 1 Year,Yes,27637.0,152.0,157,0.0
6a38f972aecc97d5c449aa52,Male,51,1,28.0,0,1-2 Year,Yes,28848.0,122.0,113,0.0
6a38f972aecc97d5c4494bf8,Male,77,1,40.0,0,1-2 Year,Yes,26310.0,26.0,233,0.0
6a38f971aecc97d5c448bf25,Male,66,1,31.0,0,> 2 Years,Yes,2630.0,26.0,90,0.0
6a38f972aecc97d5c4493671,Male,38,1,38.0,0,1-2 Year,No,2630.0,156.0,66,0.0
6a38f972aecc97d5c4499916,Male,39,1,8.0,1,1-2 Year,No,40487.0,124.0,140,0.0
6a38f972aecc97d5c44a243a,Male,51,1,33.0,1,1-2 Year,No,49320.0,26.0,252,0.0
6a38f972aecc97d5c4492984,Female,76,1,1.0,0,1-2 Year,Yes,2630.0,157.0,182,0.0
6a38f972aecc97d5c4497e3d,Male,28,1,18.0,1,< 1 Year,No,23498.0,152.0,61,0.0
6a38f972aecc97d5c4490c34,Male,54,1,28.0,1,1-2 Year,No,33145.0,124.0,126,0.0
6a38f972aecc97d5c4490f32,Female,71,1,28.0,1,1-2 Year,No,25737.0,26.0,38,0.0
6a38f972aecc97d5c449a8de,Female,26,1,30.0,1,< 1 Year,No,2630.0,152.0,51,0.0
6a38f973aecc97d5c44ab89c,Male,44,1,8.0,0,1-2 Year,Yes,31409.0,155.0,218,0.0
6a38f972aecc97d5c449f434,Female,46,1,35.0,0,1-2 Year,Yes,32214.0,152.0,223,0.0
6a38f972aecc97d5c44a1fe0,Female,69,1,28.0,0,> 2 Years,Yes,33389.0,3.0,114,1.0
6a38f972aecc97d5c4497a8c,Male,78,1,28.0,0,1-2 Year,Yes,25950.0,124.0,280,0.0
6a38f972aecc97d5c448f4af,Female,25,1,17.0,0,< 1 Year,Yes,33831.0,152.0,177,0.0
6a38f972aecc97d5c44957ea,Male,21,1,46.0,1,< 1 Year,No,21075.0,152.0,13,0.0
6a38f972aecc97d5c449acb7,Male,51,1,8.0,0,1-2 Year,Yes,29351.0,124.0,22,0.0
6a38f973aecc97d5c44af96d,Male,22,1,8.0,0,1-2 Year,Yes,2630.0,157.0,157,0.0
6a38f973aecc97d5c44ae6e6,Female,24,1,3.0,1,< 1 Year,No,30557.0,152.0,173,0.0
6a38f972aecc97d5c449148b,Male,64,1,35.0,0,1-2 Year,No,40174.0,124.0,296,0.0
6a38f973aecc97d5c44b2e37,Male,24,1,46.0,1,< 1 Year,No,26221.0,152.0,54,0.0
6a38f972aecc97d5c44a27ad,Male,41,1,28.0,0,1-2 Year,Yes,2630.0,26.0,265,1.0
6a38f971aecc97d5c448d100,Female,23,1,29.0,1,< 1 Year,No,36033.0,152.0,171,0.0
6a38f971aecc97d5c448c9e1,Male,47,1,46.0,0,1-2 Year,Yes,26275.0,26.0,11,1.0
6a38f973aecc97d5c44ae821,Male,38,1,15.0,0,1-2 Year,No,2630.0,124.0,77,0.0
6a38f972aecc97d5c4492e8d,Female,21,1,36.0,0,< 1 Year,Yes,33329.0,152.0,189,0.0
6a38f972aecc97d5c448eab3,Female,69,1,28.0,1,1-2 Year,No,2630.0,26.0,269,0.0
6a38f972aecc97d5c449e66f,Male,52,1,28.0,0,1-2 Year,No,47867.0,26.0,263,0.0
6a38f972aecc97d5c44a1d9d,Female,28,1,11.0,1,< 1 Year,No,24967.0,152.0,86,0.0
6a38f972aecc97d5c449fd90,Male,47,1,35.0,0,1-2 Year,Yes,42355.0,124.0,258,1.0
6a38f972aecc97d5c4493613,Male,54,1,46.0,0,1-2 Year,Yes,24780.0,21.0,176,1.0
6a38f971aecc97d5c448e24e,Male,66,1,46.0,0,1-2 Year,No,25465.0,26.0,219,0.0
6a38f972aecc97d5c449e02f,Female,23,1,46.0,1,< 1 Year,No,22083.0,151.0,54,0.0
6a38f972aecc97d5c4499d55,Male,25,1,28.0,1,< 1 Year,No,2630.0,152.0,245,0.0
6a38f972aecc97d5c449f5c8,Male,21,1,28.0,0,1-2 Year,Yes,39788.0,124.0,208,0.0
6a38f973aecc97d5c44b0a30,Male,23,1,12.0,1,< 1 Year,No,30582.0,152.0,53,0.0
6a38f972aecc97d5c44a9427,Female,35,1,50.0,1,1-2 Year,No,47290.0,152.0,176,0.0
6a38f972aecc97d5c449762d,Male,52,1,28.0,0,> 2 Years,Yes,2630.0,124.0,127,1.0
6a38f972aecc97d5c44a016a,Male,23,1,30.0,1,< 1 Year,No,18747.0,152.0,213,0.0
6a38f972aecc97d5c44a2093,Male,56,1,17.0,0,1-2 Year,Yes,27416.0,26.0,58,0.0
6a38f973aecc97d5c44aefbd,Male,55,1,28.0,0,1-2 Year,Yes,33506.0,154.0,113,0.0
6a38f972aecc97d5c448f018,Male,63,1,46.0,0,> 2 Years,Yes,44354.0,26.0,230,1.0
6a38f973aecc97d5c44b3885,Male,54,1,28.0,1,1-2 Year,No,54935.0,124.0,269,0.0
6a38f973aecc97d5c44b2984,Male,22,1,10.0,1,< 1 Year,No,34962.0,152.0,171,0.0
6a38f972aecc97d5c44a9975,Female,38,1,29.0,0,1-2 Year,No,2630.0,156.0,220,0.0
6a38f972aecc97d5c44a366b,Male,62,1,46.0,0,1-2 Year,Yes,48248.0,124.0,200,1.0
6a38f973aecc97d5c44b26fa,Male,56,1,28.0,0,1-2 Year,Yes,27851.0,26.0,123,0.0
6a38f973aecc97d5c44ab58c,Female,67,1,8.0,0,1-2 Year,Yes,30751.0,26.0,236,1.0
6a38f972aecc97d5c44a1670,Male,22,1,30.0,1,< 1 Year,No,27210.0,152.0,218,0.0
6a38f972aecc97d5c44a5c72,Male,46,1,8.0,1,1-2 Year,Yes,29824.0,163.0,98,0.0
6a38f972aecc97d5c44a8ea3,Female,34,1,48.0,1,1-2 Year,No,2630.0,15.0,217,0.0
6a38f973aecc97d5c44b0374,Male,53,1,41.0,0,1-2 Year,Yes,24392.0,124.0,232,0.0
6a38f972aecc97d5c44a449e,Female,20,1,15.0,0,< 1 Year,Yes,29056.0,160.0,11,0.0
6a38f972aecc97d5c449534e,Female,22,1,36.0,1,< 1 Year,No,28619.0,152.0,64,0.0
6a38f972aecc97d5c44a96e6,Male,32,1,8.0,0,< 1 Year,Yes,47840.0,156.0,120,0.0
6a38f973aecc97d5c44b09a9,Female,26,1,12.0,0,< 1 Year,Yes,2630.0,152.0,223,0.0
6a38f972aecc97d5c449983c,Male,21,1,47.0,1,< 1 Year,No,35348.0,152.0,288,0.0
6a38f973aecc97d5c44adef3,Male,35,1,28.0,1,1-2 Year,Yes,54356.0,157.0,168,0.0
6a38f972aecc97d5c4497138,Female,29,1,46.0,1,< 1 Year,No,31176.0,124.0,172,0.0
6a38f972aecc97d5c449205a,Female,67,1,15.0,1,1-2 Year,No,23542.0,124.0,39,0.0
6a38f973aecc97d5c44af8e6,Male,31,1,8.0,0,1-2 Year,No,2630.0,156.0,145,0.0
6a38f972aecc97d5c449ca4c,Female,42,1,47.0,0,1-2 Year,Yes,44948.0,26.0,187,1.0
6a38f972aecc97d5c449053c,Female,34,1,3.0,0,1-2 Year,Yes,29832.0,124.0,59,1.0
6a38f972aecc97d5c44a718f,Male,41,1,35.0,0,1-2 Year,Yes,30922.0,154.0,240,0.0
6a38f972aecc97d5c44a95a7,Male,28,1,30.0,1,< 1 Year,No,17000.0,152.0,101,0.0
6a38f973aecc97d5c44af4aa,Male,50,1,28.0,0,1-2 Year,Yes,41518.0,26.0,68,0.0
6a38f972aecc97d5c44a8798,Female,23,1,18.0,1,< 1 Year,No,29223.0,152.0,89,0.0
6a38f972aecc97d5c4494f3b,Male,71,1,14.0,1,1-2 Year,No,19374.0,124.0,160,0.0
6a38f972aecc97d5c44a8096,Female,57,1,47.0,1,1-2 Year,No,37742.0,124.0,11,0.0
6a38f972aecc97d5c449bb17,Male,71,1,46.0,1,1-2 Year,No,39303.0,11.0,294,0.0
6a38f972aecc97d5c44a461d,Male,62,1,15.0,1,1-2 Year,No,37818.0,14.0,256,0.0
6a38f973aecc97d5c44b1b27,Male,73,1,28.0,0,1-2 Year,Yes,38031.0,26.0,89,0.0
6a38f972aecc97d5c449bc75,Male,68,1,28.0,1,1-2 Year,Yes,45940.0,13.0,117,0.0
6a38f973aecc97d5c44af4a6,Male,80,1,46.0,1,1-2 Year,No,41046.0,26.0,249,0.0
6a38f972aecc97d5c4497f76,Female,22,1,28.0,1,< 1 Year,No,42015.0,160.0,105,0.0
6a38f972aecc97d5c44939dd,Male,49,1,41.0,0,1-2 Year,Yes,42519.0,124.0,133,0.0
6a38f972aecc97d5c44a10e6,Female,25,1,3.0,1,< 1 Year,No,19956.0,152.0,223,0.0
6a38f973aecc97d5c44b2035,Female,24,1,46.0,1,< 1 Year,No,25243.0,152.0,228,0.0
6a38f972aecc97d5c449b1e4,Female,25,1,8.0,1,< 1 Year,No,42861.0,152.0,27,0.0
6a38f972aecc97d5c44a3357,Female,24,1,41.0,1,< 1 Year,No,19548.0,152.0,266,0.0
6a38f973aecc97d5c44aa513,Female,24,1,28.0,1,< 1 Year,No,72228.0,152.0,61,0.0
6a38f972aecc97d5c44a8f4d,Male,48,1,28.0,1,1-2 Year,No,44049.0,29.0,269,0.0
6a38f972aecc97d5c44a9a78,Male,29,1,36.0,1,< 1 Year,No,34411.0,152.0,61,0.0
6a38f972aecc97d5c44a87cb,Female,29,1,28.0,1,< 1 Year,No,43241.0,152.0,180,0.0
6a38f971aecc97d5c448bf36,Female,47,1,15.0,0,1-2 Year,Yes,2630.0,14.0,166,0.0
6a38f972aecc97d5c4492a81,Male,51,1,28.0,0,1-2 Year,Yes,38384.0,26.0,140,0.0
6a38f972aecc97d5c449de32,Male,20,1,35.0,0,1-2 Year,Yes,38954.0,156.0,57,0.0
6a38f973aecc97d5c44b2f54,Male,28,1,30.0,0,< 1 Year,Yes,2630.0,157.0,128,0.0
6a38f971aecc97d5c448d1cc,Female,20,1,35.0,1,< 1 Year,No,30492.0,160.0,294,0.0
6a38f972aecc97d5c44a8791,Female,42,1,27.0,1,1-2 Year,No,31658.0,61.0,219,0.0
6a38f972aecc97d5c448fef1,Male,47,1,28.0,1,1-2 Year,No,35789.0,26.0,12,0.0
6a38f972aecc97d5c449d5e8,Male,22,1,3.0,1,< 1 Year,No,17004.0,160.0,267,0.0
6a38f973aecc97d5c44ab849,Male,65,1,46.0,0,1-2 Year,Yes,34218.0,11.0,34,1.0
6a38f973aecc97d5c44ae157,Male,33,1,8.0,1,< 1 Year,No,34983.0,152.0,233,0.0
6a38f972aecc97d5c44a3b5c,Female,29,1,21.0,0,< 1 Year,Yes,25820.0,160.0,155,0.0
6a38f972aecc97d5c448f380,Female,49,1,28.0,1,1-2 Year,Yes,25435.0,26.0,209,0.0
6a38f972aecc97d5c44a8ccf,Female,67,1,33.0,0,1-2 Year,Yes,45725.0,124.0,179,0.0
6a38f972aecc97d5c449deb0,Male,47,1,28.0,0,1-2 Year,Yes,49634.0,26.0,57,0.0
6a38f972aecc97d5c44a6a77,Male,21,1,32.0,1,< 1 Year,No,32477.0,152.0,135,0.0
6a38f972aecc97d5c449476e,Female,49,1,3.0,0,1-2 Year,Yes,61766.0,154.0,179,1.0
6a38f972aecc97d5c44a10ac,Female,41,1,30.0,1,1-2 Year,No,38336.0,152.0,260,0.0
6a38f972aecc97d5c44a2cad,Male,25,1,46.0,1,< 1 Year,No,26053.0,152.0,119,0.0
6a38f972aecc97d5c449327c,Male,51,1,12.0,0,1-2 Year,Yes,26617.0,26.0,45,0.0
6a38f973aecc97d5c44b19c4,Female,24,1,28.0,1,< 1 Year,No,40820.0,152.0,10,0.0
6a38f972aecc97d5c44a214e,Male,31,1,43.0,0,< 1 Year,Yes,32475.0,124.0,131,1.0
6a38f972aecc97d5c44a3280,Male,45,1,28.0,0,1-2 Year,Yes,48552.0,124.0,202,0.0
6a38f971aecc97d5c448bf2d,Male,21,1,13.0,0,< 1 Year,Yes,28733.0,152.0,70,0.0
6a38f972aecc97d5c44a13a1,Female,23,1,8.0,1,< 1 Year,No,54896.0,152.0,197,0.0
6a38f971aecc97d5c448bf90,Male,72,1,8.0,1,1-2 Year,No,36462.0,26.0,61,0.0
6a38f972aecc97d5c44a63e8,Male,29,1,15.0,0,< 1 Year,No,2630.0,152.0,158,0.0
6a38f972aecc97d5c4494545,Male,63,1,28.0,0,1-2 Year,Yes,48456.0,26.0,272,0.0
6a38f972aecc97d5c449651f,Male,61,1,16.0,0,> 2 Years,Yes,29535.0,124.0,75,0.0
6a38f972aecc97d5c44a11f8,Female,37,1,33.0,0,1-2 Year,Yes,37505.0,124.0,66,0.0
6a38f972aecc97d5c4496460,Male,38,1,26.0,0,1-2 Year,Yes,2630.0,124.0,191,1.0
6a38f973aecc97d5c44ac5c3,Female,26,1,7.0,1,< 1 Year,No,31208.0,160.0,251,0.0
6a38f972aecc97d5c4492b8f,Male,24,1,21.0,1,< 1 Year,No,42867.0,152.0,117,0.0
6a38f972aecc97d5c449ccbd,Female,28,1,28.0,1,< 1 Year,Yes,22549.0,152.0,80,0.0
6a38f971aecc97d5c448d66f,Male,43,1,33.0,1,1-2 Year,No,29519.0,124.0,98,0.0
6a38f972aecc97d5c44980d3,Male,24,1,11.0,1,< 1 Year,No,34904.0,152.0,258,0.0
